step,layer,role,tph,grad_out_norm,latent_norm,ratio
1700,3,Q,192,8.961198e-06,4.003437e+00,2.238376e-06
1700,3,K,192,5.744094e-06,4.425138e+00,1.298060e-06
1700,3,V,128,3.176306e-05,7.118137e+00,4.462272e-06
1700,3,Out,1024,2.510425e-04,1.691620e+01,1.484036e-05
1700,4,Q,192,2.953788e-06,1.612659e+00,1.831626e-06
1700,4,K,192,2.387301e-06,2.274838e+00,1.049438e-06
1700,4,V,128,2.788745e-05,6.285562e+00,4.436748e-06
1700,4,Out,1024,2.319910e-04,1.552589e+01,1.494220e-05
1700,5,Q,192,6.992087e-07,6.219979e-01,1.124134e-06
1700,5,K,192,2.182411e-06,1.294020e+00,1.686535e-06
1700,5,V,128,3.586663e-05,5.858653e+00,6.121992e-06
1700,5,Out,1024,2.869461e-04,1.718299e+01,1.669943e-05
1800,0,Q,192,1.417529e-03,2.540032e+01,5.580752e-05
1800,0,K,192,1.679572e-03,2.872444e+01,5.847190e-05
1800,0,V,128,5.413913e-03,2.578606e+01,2.099550e-04
1800,0,Out,1024,1.161456e-02,2.389177e+02,4.861323e-05
1800,1,Q,192,4.664507e-04,2.619351e+01,1.780788e-05
1800,1,K,192,2.547071e-04,2.537132e+01,1.003918e-05
1800,1,V,128,3.121024e-04,1.447686e+01,2.155870e-05
1800,1,Out,1024,1.099570e-03,7.430694e+01,1.479768e-05
1800,2,Q,192,1.205911e-04,1.829877e+01,6.590119e-06
1800,2,K,192,1.002781e-04,1.714447e+01,5.849009e-06
1800,2,V,128,1.520356e-04,1.108760e+01,1.371222e-05
1800,2,Out,1024,5.432305e-04,4.107483e+01,1.322539e-05
1800,3,Q,192,7.893614e-06,4.186780e+00,1.885366e-06
1800,3,K,192,4.486958e-06,4.567198e+00,9.824311e-07
1800,3,V,128,2.809693e-05,7.338815e+00,3.828537e-06
1800,3,Out,1024,2.502945e-04,1.739215e+01,1.439123e-05
1800,4,Q,192,4.392708e-06,1.719069e+00,2.555282e-06
1800,4,K,192,4.025992e-06,2.410921e+00,1.669898e-06
1800,4,V,128,2.797268e-05,6.415414e+00,4.360230e-06
1800,4,Out,1024,2.432555e-04,1.598330e+01,1.521935e-05
1800,5,Q,192,7.200055e-07,6.376531e-01,1.129149e-06
1800,5,K,192,2.640895e-06,1.357782e+00,1.945007e-06
1800,5,V,128,2.973515e-05,5.998628e+00,4.956992e-06
1800,5,Out,1024,2.655376e-04,1.770233e+01,1.500015e-05
1900,0,Q,192,1.083328e-03,2.562730e+01,4.227243e-05
1900,0,K,192,1.267456e-03,2.891502e+01,4.383383e-05
1900,0,V,128,5.221302e-03,2.614274e+01,1.997228e-04
1900,0,Out,1024,1.114524e-02,2.422337e+02,4.601026e-05
1900,1,Q,192,4.367434e-04,2.650685e+01,1.647663e-05
1900,1,K,192,2.549700e-04,2.578099e+01,9.889845e-06
1900,1,V,128,3.634586e-04,1.485349e+01,2.446957e-05
1900,1,Out,1024,1.052122e-03,7.623038e+01,1.380188e-05
1900,2,Q,192,1.259888e-04,1.876788e+01,6.712999e-06
1900,2,K,192,1.002142e-04,1.763991e+01,5.681107e-06
1900,2,V,128,1.539205e-04,1.146243e+01,1.342827e-05
1900,2,Out,1024,5.124403e-04,4.227965e+01,1.212026e-05
1900,3,Q,192,8.981957e-06,4.386605e+00,2.047587e-06
1900,3,K,192,4.653398e-06,4.717394e+00,9.864340e-07
1900,3,V,128,3.274938e-05,7.660472e+00,4.275112e-06
1900,3,Out,1024,2.338994e-04,1.789112e+01,1.307349e-05
1900,4,Q,192,3.476365e-06,1.814912e+00,1.915445e-06
1900,4,K,192,3.092793e-06,2.533941e+00,1.220547e-06
1900,4,V,128,3.113767e-05,6.667105e+00,4.670344e-06
1900,4,Out,1024,2.305728e-04,1.666299e+01,1.383742e-05
1900,5,Q,192,6.835844e-07,6.537851e-01,1.045580e-06
1900,5,K,192,2.398698e-06,1.427293e+00,1.680592e-06
1900,5,V,128,3.080923e-05,6.155416e+00,5.005224e-06
1900,5,Out,1024,2.428040e-04,1.817318e+01,1.336057e-05
2000,0,Q,192,1.200835e-03,2.582599e+01,4.649716e-05
2000,0,K,192,1.345029e-03,2.908611e+01,4.624299e-05
2000,0,V,128,5.125701e-03,2.644566e+01,1.938201e-04
2000,0,Out,1024,1.078841e-02,2.452418e+02,4.399089e-05
2000,1,Q,192,4.633309e-04,2.680573e+01,1.728477e-05
2000,1,K,192,3.048693e-04,2.620827e+01,1.163256e-05
2000,1,V,128,3.404443e-04,1.518114e+01,2.242548e-05
2000,1,Out,1024,1.115477e-03,7.824583e+01,1.425606e-05
2000,2,Q,192,1.392421e-04,1.924367e+01,7.235734e-06
2000,2,K,192,1.138331e-04,1.816328e+01,6.267208e-06
2000,2,V,128,1.421386e-04,1.180429e+01,1.204126e-05
2000,2,Out,1024,5.144628e-04,4.347972e+01,1.183225e-05
2000,3,Q,192,7.319369e-06,4.557249e+00,1.606094e-06
2000,3,K,192,3.491728e-06,4.834133e+00,7.223069e-07
2000,3,V,128,2.524355e-05,7.885167e+00,3.201398e-06
2000,3,Out,1024,2.386113e-04,1.830638e+01,1.303433e-05
2000,4,Q,192,1.910530e-06,1.896896e+00,1.007188e-06
2000,4,K,192,3.736288e-06,2.642917e+00,1.413699e-06
2000,4,V,128,2.959093e-05,6.850362e+00,4.319615e-06
2000,4,Out,1024,2.494114e-04,1.713200e+01,1.455821e-05
2000,5,Q,192,5.990103e-07,6.829223e-01,8.771280e-07
2000,5,K,192,1.939782e-06,1.558163e+00,1.244916e-06
2000,5,V,128,2.550578e-05,6.371022e+00,4.003405e-06
2000,5,Out,1024,2.576876e-04,1.903591e+01,1.353692e-05
2100,0,Q,192,1.287543e-03,2.600492e+01,4.951150e-05
2100,0,K,192,1.335088e-03,2.923683e+01,4.566458e-05
2100,0,V,128,5.235069e-03,2.670626e+01,1.960241e-04
2100,0,Out,1024,1.088656e-02,2.476846e+02,4.395331e-05
2100,1,Q,192,4.348933e-04,2.707935e+01,1.605996e-05
2100,1,K,192,2.672107e-04,2.659737e+01,1.004651e-05
2100,1,V,128,3.139273e-04,1.547186e+01,2.029021e-05
2100,1,Out,1024,1.074061e-03,8.013318e+01,1.340345e-05
2100,2,Q,192,1.117649e-04,1.967909e+01,5.679376e-06
2100,2,K,192,8.631669e-05,1.863471e+01,4.632038e-06
2100,2,V,128,1.370940e-04,1.212092e+01,1.131053e-05
2100,2,Out,1024,5.105825e-04,4.461612e+01,1.144390e-05
2100,3,Q,192,6.115064e-06,4.675726e+00,1.307832e-06
2100,3,K,192,3.353823e-06,4.911018e+00,6.829181e-07
2100,3,V,128,2.846947e-05,8.068954e+00,3.528273e-06
2100,3,Out,1024,2.382973e-04,1.870656e+01,1.273870e-05
2100,4,Q,192,2.486197e-06,1.961198e+00,1.267693e-06
2100,4,K,192,2.830775e-06,2.762605e+00,1.024676e-06
2100,4,V,128,2.544467e-05,7.060297e+00,3.603909e-06
2100,4,Out,1024,2.302426e-04,1.768592e+01,1.301841e-05
2100,5,Q,192,7.795400e-07,6.968559e-01,1.118653e-06
2100,5,K,192,2.424690e-06,1.611620e+00,1.504505e-06
2100,5,V,128,3.060928e-05,6.504636e+00,4.705764e-06
2100,5,Out,1024,2.446561e-04,1.954181e+01,1.251962e-05
2200,0,Q,192,1.270214e-03,2.616565e+01,4.854509e-05
2200,0,K,192,1.348704e-03,2.936825e+01,4.592390e-05
2200,0,V,128,5.088766e-03,2.693215e+01,1.889476e-04
2200,0,Out,1024,1.073004e-02,2.497211e+02,4.296807e-05
2200,1,Q,192,4.179805e-04,2.732596e+01,1.529609e-05
2200,1,K,192,2.706706e-04,2.695455e+01,1.004174e-05
2200,1,V,128,3.216674e-04,1.573841e+01,2.043837e-05
2200,1,Out,1024,1.066546e-03,8.179269e+01,1.303962e-05
2200,2,Q,192,1.028078e-04,2.007278e+01,5.121754e-06
2200,2,K,192,6.837302e-05,1.901097e+01,3.596504e-06
2200,2,V,128,1.152392e-04,1.240478e+01,9.289899e-06
2200,2,Out,1024,5.008192e-04,4.582273e+01,1.092949e-05
2200,3,Q,192,6.361853e-06,4.773496e+00,1.332745e-06
2200,3,K,192,3.424815e-06,4.984624e+00,6.870759e-07
2200,3,V,128,2.566291e-05,8.244747e+00,3.112637e-06
2200,3,Out,1024,2.304883e-04,1.910081e+01,1.206694e-05
2200,4,Q,192,4.132471e-06,2.014194e+00,2.051675e-06
2200,4,K,192,7.199697e-06,2.859902e+00,2.517463e-06
2200,4,V,128,3.726260e-05,7.219791e+00,5.161174e-06
2200,4,Out,1024,2.555336e-04,1.816358e+01,1.406846e-05
2200,5,Q,192,7.383887e-07,7.143484e-01,1.033653e-06
2200,5,K,192,2.584062e-06,1.678910e+00,1.539131e-06
2200,5,V,128,2.676800e-05,6.627094e+00,4.039175e-06
2200,5,Out,1024,2.502122e-04,2.000872e+01,1.250516e-05
2300,0,Q,192,1.459224e-03,2.630940e+01,5.546399e-05
2300,0,K,192,1.660036e-03,2.948498e+01,5.630106e-05
2300,0,V,128,5.616101e-03,2.710595e+01,2.071907e-04
2300,0,Out,1024,1.215307e-02,2.514810e+02,4.832598e-05
2300,1,Q,192,4.411030e-04,2.753402e+01,1.602029e-05
2300,1,K,192,2.970972e-04,2.728582e+01,1.088834e-05
2300,1,V,128,3.987109e-04,1.599659e+01,2.492475e-05
2300,1,Out,1024,1.204842e-03,8.367782e+01,1.439858e-05
2300,2,Q,192,1.286632e-04,2.037752e+01,6.313978e-06
2300,2,K,192,1.123507e-04,1.935299e+01,5.805342e-06
2300,2,V,128,1.467555e-04,1.266061e+01,1.159151e-05
2300,2,Out,1024,5.927968e-04,4.664683e+01,1.270819e-05
2300,3,Q,192,5.462930e-06,4.856983e+00,1.124758e-06
2300,3,K,192,3.601079e-06,5.062442e+00,7.113323e-07
2300,3,V,128,3.001805e-05,8.426396e+00,3.562383e-06
2300,3,Out,1024,2.603292e-04,1.946212e+01,1.337620e-05
2300,4,Q,192,3.474386e-06,2.099085e+00,1.655191e-06
2300,4,K,192,4.967657e-06,2.985821e+00,1.663749e-06
2300,4,V,128,4.334442e-05,7.346411e+00,5.900081e-06
2300,4,Out,1024,2.487759e-04,1.856091e+01,1.340322e-05
2300,5,Q,192,1.014070e-06,7.416770e-01,1.367266e-06
2300,5,K,192,2.779794e-06,1.772183e+00,1.568571e-06
2300,5,V,128,2.846594e-05,6.743164e+00,4.221452e-06
2300,5,Out,1024,2.514008e-04,2.039490e+01,1.232665e-05
2400,0,Q,192,1.286599e-03,2.643358e+01,4.867289e-05
2400,0,K,192,1.863684e-03,2.959683e+01,6.296905e-05
2400,0,V,128,4.913561e-03,2.728305e+01,1.800957e-04
2400,0,Out,1024,1.055061e-02,2.530555e+02,4.169285e-05
2400,1,Q,192,4.232864e-04,2.772129e+01,1.526936e-05
2400,1,K,192,2.798918e-04,2.757833e+01,1.014897e-05
2400,1,V,128,4.037618e-04,1.625976e+01,2.483197e-05
2400,1,Out,1024,1.180534e-03,8.529032e+01,1.384136e-05
2400,2,Q,192,1.155240e-04,2.069989e+01,5.580899e-06
2400,2,K,192,1.035985e-04,1.970020e+01,5.258755e-06
2400,2,V,128,1.507088e-04,1.291765e+01,1.166689e-05
2400,2,Out,1024,5.909607e-04,4.761226e+01,1.241194e-05
2400,3,Q,192,4.627298e-06,4.925888e+00,9.393837e-07
2400,3,K,192,2.971286e-06,5.139545e+00,5.781225e-07
2400,3,V,128,2.779419e-05,8.609724e+00,3.228233e-06
2400,3,Out,1024,2.415825e-04,1.979775e+01,1.220252e-05
2400,4,Q,192,2.119961e-06,2.189603e+00,9.681942e-07
2400,4,K,192,2.626390e-06,3.135715e+00,8.375729e-07
2400,4,V,128,2.353075e-05,7.458434e+00,3.154918e-06
2400,4,Out,1024,2.171765e-04,1.892118e+01,1.147796e-05
2400,5,Q,192,7.217220e-07,7.643287e-01,9.442561e-07
2400,5,K,192,2.076059e-06,1.844792e+00,1.125362e-06
2400,5,V,128,2.706190e-05,6.821418e+00,3.967196e-06
2400,5,Out,1024,2.569722e-04,2.070818e+01,1.240921e-05
2500,0,Q,192,1.215773e-03,2.654265e+01,4.580449e-05
2500,0,K,192,1.402072e-03,2.970209e+01,4.720448e-05
2500,0,V,128,5.263356e-03,2.741248e+01,1.920058e-04
2500,0,Out,1024,1.140553e-02,2.543291e+02,4.484555e-05
2500,1,Q,192,4.501342e-04,2.788713e+01,1.614129e-05
2500,1,K,192,3.301137e-04,2.782877e+01,1.186232e-05
2500,1,V,128,3.956890e-04,1.645705e+01,2.404373e-05
2500,1,Out,1024,1.275820e-03,8.668320e+01,1.471819e-05
2500,2,Q,192,1.456311e-04,2.100597e+01,6.932847e-06
2500,2,K,192,1.364742e-04,2.003691e+01,6.811140e-06
2500,2,V,128,1.690661e-04,1.315241e+01,1.285438e-05
2500,2,Out,1024,6.517238e-04,4.847697e+01,1.344399e-05
2500,3,Q,192,5.261908e-06,4.970607e+00,1.058605e-06
2500,3,K,192,3.610354e-06,5.183472e+00,6.965128e-07
2500,3,V,128,3.079940e-05,8.741874e+00,3.523204e-06
2500,3,Out,1024,2.398241e-04,2.003602e+01,1.196965e-05
2500,4,Q,192,2.533792e-06,2.221366e+00,1.140646e-06
2500,4,K,192,2.769917e-06,3.171745e+00,8.733099e-07
2500,4,V,128,2.461147e-05,7.522565e+00,3.271686e-06
2500,4,Out,1024,2.220744e-04,1.910489e+01,1.162395e-05
2500,5,Q,192,1.056430e-06,7.779661e-01,1.357938e-06
2500,5,K,192,2.689499e-06,1.887062e+00,1.425231e-06
2500,5,V,128,2.828840e-05,6.941632e+00,4.075180e-06
2500,5,Out,1024,2.774156e-04,2.112826e+01,1.313007e-05
2600,0,Q,192,1.123182e-03,2.664433e+01,4.215465e-05
2600,0,K,192,1.353872e-03,2.978835e+01,4.544971e-05
2600,0,V,128,5.397210e-03,2.751499e+01,1.961553e-04
2600,0,Out,1024,1.176060e-02,2.554822e+02,4.603294e-05
2600,1,Q,192,4.396247e-04,2.803596e+01,1.568074e-05
2600,1,K,192,2.828970e-04,2.805354e+01,1.008418e-05
2600,1,V,128,3.994481e-04,1.665116e+01,2.398920e-05
2600,1,Out,1024,1.268343e-03,8.778427e+01,1.444841e-05
2600,2,Q,192,1.264864e-04,2.124742e+01,5.953025e-06
2600,2,K,192,1.224592e-04,2.028857e+01,6.035872e-06
2600,2,V,128,1.580923e-04,1.333334e+01,1.185692e-05
2600,2,Out,1024,6.092336e-04,4.916318e+01,1.239207e-05
2600,3,Q,192,6.046113e-06,5.030959e+00,1.201782e-06
2600,3,K,192,3.223126e-06,5.242291e+00,6.148315e-07
2600,3,V,128,3.093614e-05,8.884266e+00,3.482127e-06
2600,3,Out,1024,2.499271e-04,2.029443e+01,1.231506e-05
2600,4,Q,192,3.294517e-06,2.266497e+00,1.453572e-06
2600,4,K,192,3.845565e-06,3.213000e+00,1.196877e-06
2600,4,V,128,2.899913e-05,7.576009e+00,3.827758e-06
2600,4,Out,1024,2.376655e-04,1.926879e+01,1.233422e-05
2600,5,Q,192,9.354189e-07,7.956950e-01,1.175600e-06
2600,5,K,192,2.738038e-06,1.945824e+00,1.407136e-06
2600,5,V,128,2.958131e-05,6.985698e+00,4.234553e-06
2600,5,Out,1024,2.584516e-04,2.133625e+01,1.211326e-05
2700,0,Q,192,1.144218e-03,2.673601e+01,4.279689e-05
2700,0,K,192,1.405249e-03,2.987170e+01,4.704282e-05
2700,0,V,128,5.429170e-03,2.761693e+01,1.965885e-04
2700,0,Out,1024,1.170747e-02,2.565086e+02,4.564163e-05
2700,1,Q,192,4.071415e-04,2.815894e+01,1.445870e-05
2700,1,K,192,2.812328e-04,2.823998e+01,9.958677e-06
2700,1,V,128,3.435825e-04,1.681006e+01,2.043910e-05
2700,1,Out,1024,1.174383e-03,8.875760e+01,1.323135e-05
2700,2,Q,192,1.368232e-04,2.146803e+01,6.373347e-06
2700,2,K,192,1.006810e-04,2.053863e+01,4.902031e-06
2700,2,V,128,1.377550e-04,1.349376e+01,1.020879e-05
2700,2,Out,1024,6.063737e-04,4.977671e+01,1.218187e-05
2700,3,Q,192,5.505819e-06,5.089544e+00,1.081790e-06
2700,3,K,192,2.875658e-06,5.295882e+00,5.429989e-07
2700,3,V,128,2.911600e-05,9.002776e+00,3.234113e-06
2700,3,Out,1024,2.571555e-04,2.054696e+01,1.251550e-05
2700,4,Q,192,3.290365e-06,2.314146e+00,1.421849e-06
2700,4,K,192,4.133549e-06,3.266417e+00,1.265469e-06
2700,4,V,128,3.105807e-05,7.635494e+00,4.067591e-06
2700,4,Out,1024,2.270835e-04,1.943696e+01,1.168308e-05
2700,5,Q,192,1.260849e-06,8.081815e-01,1.560107e-06
2700,5,K,192,3.664863e-06,1.989531e+00,1.842073e-06
2700,5,V,128,3.132432e-05,7.028720e+00,4.456617e-06
2700,5,Out,1024,2.820086e-04,2.151665e+01,1.310653e-05
2800,0,Q,192,1.352009e-03,2.680922e+01,5.043074e-05
2800,0,K,192,1.558607e-03,2.993301e+01,5.206983e-05
2800,0,V,128,5.238573e-03,2.767983e+01,1.892560e-04
2800,0,Out,1024,1.162465e-02,2.573636e+02,4.516817e-05
2800,1,Q,192,5.090546e-04,2.826040e+01,1.801300e-05
2800,1,K,192,3.886578e-04,2.839219e+01,1.368890e-05
2800,1,V,128,4.458471e-04,1.694674e+01,2.630873e-05
2800,1,Out,1024,1.339027e-03,8.966998e+01,1.493284e-05
2800,2,Q,192,1.517734e-04,2.166066e+01,7.006868e-06
2800,2,K,192,1.520587e-04,2.074594e+01,7.329564e-06
2800,2,V,128,1.877978e-04,1.363563e+01,1.377258e-05
2800,2,Out,1024,6.329602e-04,5.024211e+01,1.259820e-05
2800,3,Q,192,6.374253e-06,5.132763e+00,1.241876e-06
2800,3,K,192,4.574497e-06,5.327536e+00,8.586515e-07
2800,3,V,128,3.384121e-05,9.103389e+00,3.717430e-06
2800,3,Out,1024,2.542789e-04,2.075293e+01,1.225268e-05
2800,4,Q,192,2.983921e-06,2.355921e+00,1.266563e-06
2800,4,K,192,4.391839e-06,3.337374e+00,1.315956e-06
2800,4,V,128,2.751780e-05,7.695077e+00,3.576027e-06
2800,4,Out,1024,2.263108e-04,1.958049e+01,1.155797e-05
2800,5,Q,192,1.395545e-06,8.259314e-01,1.689662e-06
2800,5,K,192,4.160057e-06,2.037970e+00,2.041275e-06
2800,5,V,128,3.011971e-05,7.071418e+00,4.259359e-06
2800,5,Out,1024,2.582742e-04,2.167783e+01,1.191421e-05
2900,0,Q,192,9.460478e-04,2.686867e+01,3.521007e-05
2900,0,K,192,1.133333e-03,2.998556e+01,3.779594e-05
2900,0,V,128,4.636394e-03,2.773469e+01,1.671695e-04
2900,0,Out,1024,1.002969e-02,2.580587e+02,3.886592e-05
2900,1,Q,192,3.933260e-04,2.835313e+01,1.387240e-05
2900,1,K,192,2.438120e-04,2.851226e+01,8.551128e-06
2900,1,V,128,3.413164e-04,1.704910e+01,2.001962e-05
2900,1,Out,1024,1.107633e-03,9.027591e+01,1.226942e-05
2900,2,Q,192,1.639187e-04,2.184022e+01,7.505361e-06
2900,2,K,192,1.175759e-04,2.094296e+01,5.614101e-06
2900,2,V,128,1.504490e-04,1.375290e+01,1.093944e-05
2900,2,Out,1024,5.734891e-04,5.059147e+01,1.133569e-05
2900,3,Q,192,6.618687e-06,5.177751e+00,1.278294e-06
2900,3,K,192,3.415754e-06,5.366684e+00,6.364738e-07
2900,3,V,128,2.962117e-05,9.197194e+00,3.220675e-06
2900,3,Out,1024,2.300753e-04,2.092504e+01,1.099521e-05
2900,4,Q,192,3.058022e-06,2.390099e+00,1.279454e-06
2900,4,K,192,3.906172e-06,3.383471e+00,1.154486e-06
2900,4,V,128,2.598759e-05,7.732467e+00,3.360841e-06
2900,4,Out,1024,2.110143e-04,1.971970e+01,1.070068e-05
2900,5,Q,192,1.002518e-06,8.554709e-01,1.171890e-06
2900,5,K,192,2.914289e-06,2.109277e+00,1.381653e-06
2900,5,V,128,2.739223e-05,7.122324e+00,3.845968e-06
2900,5,Out,1024,2.436238e-04,2.193676e+01,1.110573e-05
3000,0,Q,192,1.206940e-03,2.692000e+01,4.483431e-05
3000,0,K,192,1.262780e-03,3.002901e+01,4.205200e-05
3000,0,V,128,4.862525e-03,2.777490e+01,1.750690e-04
3000,0,Out,1024,1.061351e-02,2.585903e+02,4.104373e-05
3000,1,Q,192,3.939631e-04,2.843447e+01,1.385512e-05
3000,1,K,192,2.707535e-04,2.862536e+01,9.458520e-06
3000,1,V,128,3.934205e-04,1.715003e+01,2.293993e-05
3000,1,Out,1024,1.261927e-03,9.080650e+01,1.389688e-05
3000,2,Q,192,1.563520e-04,2.200599e+01,7.104977e-06
3000,2,K,192,1.317427e-04,2.112477e+01,6.236409e-06
3000,2,V,128,1.702715e-04,1.386934e+01,1.227682e-05
3000,2,Out,1024,6.381411e-04,5.098124e+01,1.251717e-05
3000,3,Q,192,5.374373e-06,5.222430e+00,1.029094e-06
3000,3,K,192,3.152463e-06,5.402651e+00,5.835030e-07
3000,3,V,128,3.085627e-05,9.269045e+00,3.328959e-06
3000,3,Out,1024,2.554724e-04,2.112432e+01,1.209375e-05
3000,4,Q,192,3.079401e-06,2.439156e+00,1.262486e-06
3000,4,K,192,3.317812e-06,3.435148e+00,9.658426e-07
3000,4,V,128,2.488193e-05,7.763103e+00,3.205152e-06
3000,4,Out,1024,2.114758e-04,1.985294e+01,1.065212e-05
3000,5,Q,192,9.177239e-07,8.699894e-01,1.054868e-06
3000,5,K,192,2.595097e-06,2.146921e+00,1.208753e-06
3000,5,V,128,3.409657e-05,7.143846e+00,4.772860e-06
3000,5,Out,1024,2.676499e-04,2.205643e+01,1.213478e-05
3100,0,Q,192,1.177147e-03,2.696192e+01,4.365962e-05
3100,0,K,192,1.373464e-03,3.006597e+01,4.568166e-05
3100,0,V,128,5.355117e-03,2.780467e+01,1.925978e-04
3100,0,Out,1024,1.162905e-02,2.589886e+02,4.490177e-05
3100,1,Q,192,4.564530e-04,2.850598e+01,1.601254e-05
3100,1,K,192,3.549486e-04,2.871985e+01,1.235900e-05
3100,1,V,128,4.665458e-04,1.723979e+01,2.706215e-05
3100,1,Out,1024,1.425017e-03,9.131924e+01,1.560478e-05
3100,2,Q,192,1.405888e-04,2.214174e+01,6.349492e-06
3100,2,K,192,1.189638e-04,2.127109e+01,5.592745e-06
3100,2,V,128,1.649879e-04,1.396916e+01,1.181087e-05
3100,2,Out,1024,6.567686e-04,5.132428e+01,1.279645e-05
3100,3,Q,192,5.724005e-06,5.255679e+00,1.089109e-06
3100,3,K,192,3.168740e-06,5.424222e+00,5.841834e-07
3100,3,V,128,3.217514e-05,9.336282e+00,3.446248e-06
3100,3,Out,1024,2.526730e-04,2.127032e+01,1.187914e-05
3100,4,Q,192,2.461145e-06,2.470608e+00,9.961699e-07
3100,4,K,192,2.996214e-06,3.469879e+00,8.634923e-07
3100,4,V,128,2.862529e-05,7.791977e+00,3.673688e-06
3100,4,Out,1024,2.249065e-04,1.994877e+01,1.127420e-05
3100,5,Q,192,9.861207e-07,8.846055e-01,1.114758e-06
3100,5,K,192,3.023498e-06,2.178881e+00,1.387638e-06
3100,5,V,128,3.072225e-05,7.173684e+00,4.282632e-06
3100,5,Out,1024,2.546711e-04,2.220796e+01,1.146756e-05
3200,0,Q,192,1.197157e-03,2.698939e+01,4.435658e-05
3200,0,K,192,1.415560e-03,3.009096e+01,4.704271e-05
3200,0,V,128,4.698769e-03,2.782809e+01,1.688498e-04
3200,0,Out,1024,1.034600e-02,2.592711e+02,3.990418e-05
3200,1,Q,192,4.664387e-04,2.855580e+01,1.633429e-05
3200,1,K,192,3.138905e-04,2.879060e+01,1.090254e-05
3200,1,V,128,4.063490e-04,1.730313e+01,2.348413e-05
3200,1,Out,1024,1.240190e-03,9.174032e+01,1.351849e-05
3200,2,Q,192,1.463112e-04,2.224893e+01,6.576100e-06
3200,2,K,192,1.195982e-04,2.139921e+01,5.588905e-06
3200,2,V,128,1.605541e-04,1.406065e+01,1.141869e-05
3200,2,Out,1024,6.227135e-04,5.167430e+01,1.205074e-05
3200,3,Q,192,4.845155e-06,5.279033e+00,9.178112e-07
3200,3,K,192,2.893632e-06,5.444588e+00,5.314695e-07
3200,3,V,128,3.131254e-05,9.397864e+00,3.331878e-06
3200,3,Out,1024,2.524485e-04,2.141189e+01,1.179011e-05
3200,4,Q,192,2.495160e-06,2.493090e+00,1.000830e-06
3200,4,K,192,2.966065e-06,3.494974e+00,8.486659e-07
3200,4,V,128,2.411286e-05,7.828035e+00,3.080321e-06
3200,4,Out,1024,2.116083e-04,2.004026e+01,1.055916e-05
3200,5,Q,192,6.793973e-07,8.935423e-01,7.603415e-07
3200,5,K,192,2.169028e-06,2.203082e+00,9.845425e-07
3200,5,V,128,2.391314e-05,7.193282e+00,3.324371e-06
3200,5,Out,1024,2.243617e-04,2.228806e+01,1.006646e-05
3300,0,Q,192,1.337995e-03,2.701410e+01,4.952952e-05
3300,0,K,192,1.569183e-03,3.010949e+01,5.211591e-05
3300,0,V,128,4.934469e-03,2.785133e+01,1.771717e-04
3300,0,Out,1024,1.063406e-02,2.594941e+02,4.097998e-05
3300,1,Q,192,4.216714e-04,2.859895e+01,1.474430e-05
3300,1,K,192,3.009568e-04,2.884701e+01,1.043286e-05
3300,1,V,128,3.909742e-04,1.736390e+01,2.251650e-05
3300,1,Out,1024,1.297053e-03,9.211916e+01,1.408017e-05
3300,2,Q,192,1.271736e-04,2.233340e+01,5.694321e-06
3300,2,K,192,1.119879e-04,2.149583e+01,5.209748e-06
3300,2,V,128,1.496484e-04,1.413995e+01,1.058337e-05
3300,2,Out,1024,6.010019e-04,5.195237e+01,1.156833e-05
3300,3,Q,192,6.011856e-06,5.307638e+00,1.132680e-06
3300,3,K,192,2.786359e-06,5.465477e+00,5.098108e-07
3300,3,V,128,2.785345e-05,9.469792e+00,2.941294e-06
3300,3,Out,1024,2.514802e-04,2.156696e+01,1.166044e-05
3300,4,Q,192,2.052900e-06,2.510739e+00,8.176478e-07
3300,4,K,192,3.301343e-06,3.518681e+00,9.382332e-07
3300,4,V,128,2.661110e-05,7.849124e+00,3.390327e-06
3300,4,Out,1024,2.161709e-04,2.010956e+01,1.074966e-05
3300,5,Q,192,7.564374e-07,8.991340e-01,8.412956e-07
3300,5,K,192,2.319674e-06,2.218325e+00,1.045687e-06
3300,5,V,128,2.384550e-05,7.201657e+00,3.311114e-06
3300,5,Out,1024,2.319693e-04,2.234177e+01,1.038276e-05
3400,0,Q,192,1.039782e-03,2.703443e+01,3.846140e-05
3400,0,K,192,1.383531e-03,3.012430e+01,4.592740e-05
3400,0,V,128,4.854621e-03,2.786302e+01,1.742317e-04
3400,0,Out,1024,1.047540e-02,2.596429e+02,4.034540e-05
3400,1,Q,192,4.218132e-04,2.862649e+01,1.473507e-05
3400,1,K,192,3.277469e-04,2.889213e+01,1.134381e-05
3400,1,V,128,3.846376e-04,1.740779e+01,2.209571e-05
3400,1,Out,1024,1.331905e-03,9.246838e+01,1.440389e-05
3400,2,Q,192,1.341527e-04,2.239880e+01,5.989280e-06
3400,2,K,192,1.156736e-04,2.157353e+01,5.361831e-06
3400,2,V,128,1.611431e-04,1.419302e+01,1.135368e-05
3400,2,Out,1024,6.516227e-04,5.214171e+01,1.249715e-05
3400,3,Q,192,6.236643e-06,5.332325e+00,1.169592e-06
3400,3,K,192,3.437947e-06,5.484505e+00,6.268473e-07
3400,3,V,128,3.094353e-05,9.518514e+00,3.250878e-06
3400,3,Out,1024,2.466452e-04,2.166257e+01,1.138577e-05
3400,4,Q,192,2.484684e-06,2.524853e+00,9.840903e-07
3400,4,K,192,2.709485e-06,3.534547e+00,7.665720e-07
